bo_id,bol_id,placed,expected_delivery_date,expected_delivery_date,webshop_product_id,supplier_id
2558910,71768352,2025-07-03 00:00:02,2025-07-23 00:00:02,2025-07-23 00:00:02,28666283,778479
2558911,71768353,2025-07-04 00:00:02,2025-07-24 00:00:02,2025-07-24 00:00:02,28666283,778479
2558912,71768354,2025-07-05 00:00:02,2025-07-25 00:00:02,2025-07-25 00:00:02,28666283,778479
2558913,71768355,2025-07-11 00:00:02,2025-07-31 00:00:02,2025-07-31 00:00:02,28666283,778479
2558914,71768356,2025-07-12 00:00:02,2025-08-01 00:00:02,2025-08-01 00:00:02,28666283,778479
2558915,71768357,2025-07-18 00:00:02,2025-08-07 00:00:02,2025-08-07 00:00:02,28666283,778479
2558916,71768358,2025-07-19 00:00:02,2025-08-08 00:00:02,2025-08-08 00:00:02,28666283,778479
2558917,71768359,2025-07-20 00:00:02,2025-08-09 00:00:02,2025-08-09 00:00:02,28666283,778479
2558918,71768360,2025-07-21 00:00:02,2025-08-10 00:00:02,2025-08-10 00:00:02,28666283,778479
2558919,71768361,2025-07-22 00:00:02,2025-08-11 00:00:02,2025-08-11 00:00:02,28666283,778479
2558920,71768362,2025-07-23 00:00:02,2025-08-12 00:00:02,2025-08-12 00:00:02,28666283,778479
2558921,71768363,2025-07-24 00:00:02,2025-08-13 00:00:02,2025-08-13 00:00:02,28666283,778479
2558922,71768364,2025-07-25 00:00:02,2025-08-14 00:00:02,2025-08-14 00:00:02,28666283,778479
2559203,71768645,2025-11-25 00:00:02,2025-12-25 00:00:02,2025-12-25 00:00:02,28666290,778476
2558923,71768365,2025-07-26 00:00:02,2025-08-15 00:00:02,2025-08-15 00:00:02,28666283,778479
2558924,71768366,2025-07-31 00:00:02,2025-08-20 00:00:02,2025-08-20 00:00:02,28666283,778479
2559204,71768646,2025-11-26 00:00:02,2025-12-26 00:00:02,2025-12-26 00:00:02,28666290,778476
2558925,71768367,2025-08-05 00:00:02,2025-08-25 00:00:02,2025-08-25 00:00:02,28666283,778479
2558926,71768368,2025-08-14 00:00:02,2025-09-03 00:00:02,2025-09-03 00:00:02,28666283,778479
2558927,71768369,2025-08-15 00:00:02,2025-09-04 00:00:02,2025-09-04 00:00:02,28666283,778479
2558928,71768370,2025-08-16 00:00:02,2025-09-05 00:00:02,2025-09-05 00:00:02,28666283,778479
2558929,71768371,2025-08-17 00:00:02,2025-09-06 00:00:02,2025-09-06 00:00:02,28666283,778479
2558930,71768372,2025-08-18 00:00:02,2025-09-07 00:00:02,2025-09-07 00:00:02,28666283,778479
2558931,71768373,2025-08-19 00:00:02,2025-09-08 00:00:02,2025-09-08 00:00:02,28666283,778479
2558932,71768374,2025-08-24 00:00:02,2025-09-13 00:00:02,2025-09-13 00:00:02,28666283,778479
2558933,71768375,2025-08-31 00:00:02,2025-09-20 00:00:02,2025-09-20 00:00:02,28666283,778479
2558934,71768376,2025-09-12 00:00:02,2025-10-02 00:00:02,2025-10-02 00:00:02,28666283,778479
2558935,71768377,2025-09-21 00:00:02,2025-10-11 00:00:02,2025-10-11 00:00:02,28666283,778479
2558936,71768378,2025-10-02 00:00:02,2025-10-22 00:00:02,2025-10-22 00:00:02,28666283,778479
2558937,71768379,2025-10-21 00:00:02,2025-11-10 00:00:02,2025-11-10 00:00:02,28666283,778479
2559945,71769387,2025-09-19 00:00:02,2025-10-10 00:00:02,2025-10-10 00:00:02,28666304,778478
2559946,71769388,2025-09-20 00:00:02,2025-10-11 00:00:02,2025-10-11 00:00:02,28666304,778478
2559947,71769389,2025-09-21 00:00:02,2025-10-12 00:00:02,2025-10-12 00:00:02,28666304,778478
2559948,71769390,2025-09-22 00:00:02,2025-10-13 00:00:02,2025-10-13 00:00:02,28666304,778478
2559949,71769391,2025-09-23 00:00:02,2025-10-14 00:00:02,2025-10-14 00:00:02,28666304,778478
2559950,71769392,2025-09-24 00:00:02,2025-10-15 00:00:02,2025-10-15 00:00:02,28666304,778478
2559951,71769393,2025-09-25 00:00:02,2025-10-16 00:00:02,2025-10-16 00:00:02,28666304,778478
2558938,71768380,2025-11-12 00:00:02,2025-12-02 00:00:02,2025-12-02 00:00:02,28666283,778479
2558939,71768381,2025-12-05 00:00:02,2025-12-25 00:00:02,2025-12-25 00:00:02,28666283,778479
2558940,71768382,2025-12-30 00:00:02,2026-01-19 00:00:02,2026-01-19 00:00:02,28666283,778479
2558941,71768383,2026-01-19 00:00:02,2026-02-08 00:00:02,2026-02-08 00:00:02,28666283,778479
2558942,71768384,2025-04-04 00:00:02,2025-05-04 00:00:02,2025-05-04 00:00:02,28666286,778476
2558943,71768385,2025-04-19 00:00:02,2025-05-19 00:00:02,2025-05-19 00:00:02,28666286,778476
2558944,71768386,2025-05-06 00:00:02,2025-06-05 00:00:02,2025-06-05 00:00:02,28666286,778476
2558945,71768387,2025-05-19 00:00:02,2025-06-18 00:00:02,2025-06-18 00:00:02,28666286,778476
2558946,71768388,2025-06-05 00:00:02,2025-07-05 00:00:02,2025-07-05 00:00:02,28666286,778476
2558947,71768389,2025-06-21 00:00:02,2025-07-21 00:00:02,2025-07-21 00:00:02,28666286,778476
2558948,71768390,2025-07-04 00:00:02,2025-08-03 00:00:02,2025-08-03 00:00:02,28666286,778476
2558949,71768391,2025-07-21 00:00:02,2025-08-20 00:00:02,2025-08-20 00:00:02,28666286,778476
2558950,71768392,2025-07-31 00:00:02,2025-08-30 00:00:02,2025-08-30 00:00:02,28666286,778476
2558951,71768393,2025-08-18 00:00:02,2025-09-17 00:00:02,2025-09-17 00:00:02,28666286,778476
2558952,71768394,2025-09-04 00:00:02,2025-10-04 00:00:02,2025-10-04 00:00:02,28666286,778476
2559581,71769023,2025-07-25 00:00:02,2025-08-24 00:00:02,2025-08-24 00:00:02,28666295,778476
2559582,71769024,2025-08-09 00:00:02,2025-09-08 00:00:02,2025-09-08 00:00:02,28666295,778476
2558953,71768395,2025-09-19 00:00:02,2025-10-19 00:00:02,2025-10-19 00:00:02,28666286,778476
2559583,71769025,2025-08-10 00:00:02,2025-09-09 00:00:02,2025-09-09 00:00:02,28666295,778476
2558954,71768396,2025-10-04 00:00:02,2025-11-03 00:00:02,2025-11-03 00:00:02,28666286,778476
2558955,71768397,2025-10-17 00:00:02,2025-11-16 00:00:02,2025-11-16 00:00:02,28666286,778476
2558956,71768398,2025-10-31 00:00:02,2025-11-30 00:00:02,2025-11-30 00:00:02,28666286,778476
2558957,71768399,2025-11-13 00:00:02,2025-12-13 00:00:02,2025-12-13 00:00:02,28666286,778476
2558958,71768400,2025-12-02 00:00:02,2026-01-01 00:00:02,2026-01-01 00:00:02,28666286,778476
2558959,71768401,2025-12-16 00:00:02,2026-01-15 00:00:02,2026-01-15 00:00:02,28666286,778476
2559952,71769394,2025-09-26 00:00:02,2025-10-17 00:00:02,2025-10-17 00:00:02,28666304,778478
2559953,71769395,2025-09-27 00:00:02,2025-10-18 00:00:02,2025-10-18 00:00:02,28666304,778478
2558960,71768402,2025-12-26 00:00:02,2026-01-25 00:00:02,2026-01-25 00:00:02,28666286,778476
2559954,71769396,2025-09-28 00:00:02,2025-10-19 00:00:02,2025-10-19 00:00:02,28666304,778478
2559955,71769397,2025-10-25 00:00:02,2025-11-15 00:00:02,2025-11-15 00:00:02,28666304,778478
2559956,71769398,2025-10-26 00:00:02,2025-11-16 00:00:02,2025-11-16 00:00:02,28666304,778478
2559957,71769399,2025-10-27 00:00:02,2025-11-17 00:00:02,2025-11-17 00:00:02,28666304,778478
2559958,71769400,2025-10-28 00:00:02,2025-11-18 00:00:02,2025-11-18 00:00:02,28666304,778478
2558961,71768403,2026-01-07 00:00:02,2026-02-06 00:00:02,2026-02-06 00:00:02,28666286,778476
2558962,71768404,2025-03-15 00:00:02,2025-04-14 00:00:02,2025-04-14 00:00:02,28666287,778476
2558963,71768405,2025-03-28 00:00:02,2025-04-27 00:00:02,2025-04-27 00:00:02,28666287,778476
2558964,71768406,2025-04-14 00:00:02,2025-05-14 00:00:02,2025-05-14 00:00:02,28666287,778476
2558965,71768407,2025-04-24 00:00:02,2025-05-24 00:00:02,2025-05-24 00:00:02,28666287,778476
2559584,71769026,2025-08-11 00:00:02,2025-09-10 00:00:02,2025-09-10 00:00:02,28666295,778476
2558966,71768408,2025-05-08 00:00:02,2025-06-07 00:00:02,2025-06-07 00:00:02,28666287,778476
2558967,71768409,2025-05-21 00:00:02,2025-06-20 00:00:02,2025-06-20 00:00:02,28666287,778476
2559585,71769027,2025-08-12 00:00:02,2025-09-11 00:00:02,2025-09-11 00:00:02,28666295,778476
2559586,71769028,2025-08-13 00:00:02,2025-09-12 00:00:02,2025-09-12 00:00:02,28666295,778476
2558968,71768410,2025-05-29 00:00:02,2025-06-28 00:00:02,2025-06-28 00:00:02,28666287,778476
2559205,71768647,2025-11-27 00:00:02,2025-12-27 00:00:02,2025-12-27 00:00:02,28666290,778476
2558969,71768411,2025-06-11 00:00:02,2025-07-11 00:00:02,2025-07-11 00:00:02,28666287,778476
2558970,71768412,2025-06-29 00:00:02,2025-07-29 00:00:02,2025-07-29 00:00:02,28666287,778476
2558971,71768413,2025-07-09 00:00:02,2025-08-08 00:00:02,2025-08-08 00:00:02,28666287,778476
2559206,71768648,2025-11-28 00:00:02,2025-12-28 00:00:02,2025-12-28 00:00:02,28666290,778476
2558972,71768414,2025-07-25 00:00:02,2025-08-24 00:00:02,2025-08-24 00:00:02,28666287,778476
2559207,71768649,2025-11-29 00:00:02,2025-12-29 00:00:02,2025-12-29 00:00:02,28666290,778476
2558973,71768415,2025-08-05 00:00:02,2025-09-04 00:00:02,2025-09-04 00:00:02,28666287,778476
2558974,71768416,2025-08-15 00:00:02,2025-09-14 00:00:02,2025-09-14 00:00:02,28666287,778476
2559208,71768650,2025-11-30 00:00:02,2025-12-30 00:00:02,2025-12-30 00:00:02,28666290,778476
2558975,71768417,2025-09-01 00:00:02,2025-10-01 00:00:02,2025-10-01 00:00:02,28666287,778476
2559209,71768651,2025-12-01 00:00:02,2025-12-31 00:00:02,2025-12-31 00:00:02,28666290,778476
2559210,71768652,2025-12-02 00:00:02,2026-01-01 00:00:02,2026-01-01 00:00:02,28666290,778476
2558976,71768418,2025-09-12 00:00:02,2025-10-12 00:00:02,2025-10-12 00:00:02,28666287,778476
2559211,71768653,2025-12-15 00:00:02,2026-01-14 00:00:02,2026-01-14 00:00:02,28666290,778476
2558977,71768419,2025-09-25 00:00:02,2025-10-25 00:00:02,2025-10-25 00:00:02,28666287,778476
2559212,71768654,2025-12-30 00:00:02,2026-01-29 00:00:02,2026-01-29 00:00:02,28666290,778476
2558978,71768420,2025-10-09 00:00:02,2025-11-08 00:00:02,2025-11-08 00:00:02,28666287,778476
2558979,71768421,2025-10-21 00:00:02,2025-11-20 00:00:02,2025-11-20 00:00:02,28666287,778476
2558980,71768422,2025-11-05 00:00:02,2025-12-05 00:00:02,2025-12-05 00:00:02,28666287,778476
2558981,71768423,2025-11-16 00:00:02,2025-12-16 00:00:02,2025-12-16 00:00:02,28666287,778476
2558982,71768424,2025-12-02 00:00:02,2026-01-01 00:00:02,2026-01-01 00:00:02,28666287,778476
2558983,71768425,2025-12-20 00:00:02,2026-01-19 00:00:02,2026-01-19 00:00:02,28666287,778476
2558984,71768426,2026-01-17 00:00:02,2026-02-16 00:00:02,2026-02-16 00:00:02,28666287,778476
2558985,71768427,2025-04-06 00:00:02,2025-05-06 00:00:02,2025-05-06 00:00:02,28666288,778476
2558986,71768428,2025-04-07 00:00:02,2025-05-07 00:00:02,2025-05-07 00:00:02,28666288,778476
2558987,71768429,2025-04-08 00:00:02,2025-05-08 00:00:02,2025-05-08 00:00:02,28666288,778476
2558988,71768430,2025-04-09 00:00:02,2025-05-09 00:00:02,2025-05-09 00:00:02,28666288,778476
2558989,71768431,2025-04-10 00:00:02,2025-05-10 00:00:02,2025-05-10 00:00:02,28666288,778476
2558990,71768432,2025-04-11 00:00:02,2025-05-11 00:00:02,2025-05-11 00:00:02,28666288,778476
2558991,71768433,2025-04-12 00:00:02,2025-05-12 00:00:02,2025-05-12 00:00:02,28666288,778476
2558992,71768434,2025-04-13 00:00:02,2025-05-13 00:00:02,2025-05-13 00:00:02,28666288,778476
2558993,71768435,2025-04-14 00:00:02,2025-05-14 00:00:02,2025-05-14 00:00:02,28666288,778476
2558994,71768436,2025-04-15 00:00:02,2025-05-15 00:00:02,2025-05-15 00:00:02,28666288,778476
2558995,71768437,2025-04-16 00:00:02,2025-05-16 00:00:02,2025-05-16 00:00:02,28666288,778476
2558996,71768438,2025-04-17 00:00:02,2025-05-17 00:00:02,2025-05-17 00:00:02,28666288,778476
2558997,71768439,2025-04-18 00:00:02,2025-05-18 00:00:02,2025-05-18 00:00:02,28666288,778476
2558998,71768440,2025-04-19 00:00:02,2025-05-19 00:00:02,2025-05-19 00:00:02,28666288,778476
2558999,71768441,2025-05-03 00:00:02,2025-06-02 00:00:02,2025-06-02 00:00:02,28666288,778476
2559000,71768442,2025-05-19 00:00:02,2025-06-18 00:00:02,2025-06-18 00:00:02,28666288,778476
2559213,71768655,2025-12-31 00:00:02,2026-01-30 00:00:02,2026-01-30 00:00:02,28666290,778476
2559214,71768656,2026-01-01 00:00:02,2026-01-31 00:00:02,2026-01-31 00:00:02,28666290,778476
2559215,71768657,2026-01-02 00:00:02,2026-02-01 00:00:02,2026-02-01 00:00:02,28666290,778476
2559216,71768658,2026-01-03 00:00:02,2026-02-02 00:00:02,2026-02-02 00:00:02,28666290,778476
2559217,71768659,2026-01-04 00:00:02,2026-02-03 00:00:02,2026-02-03 00:00:02,28666290,778476
2559218,71768660,2026-01-05 00:00:02,2026-02-04 00:00:02,2026-02-04 00:00:02,28666290,778476
2559587,71769029,2025-08-14 00:00:02,2025-09-13 00:00:02,2025-09-13 00:00:02,28666295,778476
2559959,71769401,2025-10-29 00:00:02,2025-11-19 00:00:02,2025-11-19 00:00:02,28666304,778478
2559960,71769402,2025-10-30 00:00:02,2025-11-20 00:00:02,2025-11-20 00:00:02,28666304,778478
2559961,71769403,2025-10-31 00:00:02,2025-11-21 00:00:02,2025-11-21 00:00:02,28666304,778478
2559962,71769404,2025-11-01 00:00:02,2025-11-22 00:00:02,2025-11-22 00:00:02,28666304,778478
2559963,71769405,2025-11-02 00:00:02,2025-11-23 00:00:02,2025-11-23 00:00:02,28666304,778478
2559964,71769406,2025-11-03 00:00:02,2025-11-24 00:00:02,2025-11-24 00:00:02,28666304,778478
2559965,71769407,2025-11-04 00:00:02,2025-11-25 00:00:02,2025-11-25 00:00:02,28666304,778478
2559966,71769408,2025-11-05 00:00:02,2025-11-26 00:00:02,2025-11-26 00:00:02,28666304,778478
2559967,71769409,2025-12-02 00:00:02,2025-12-23 00:00:02,2025-12-23 00:00:02,28666304,778478
2559968,71769410,2025-12-03 00:00:02,2025-12-24 00:00:02,2025-12-24 00:00:02,28666304,778478
2559969,71769411,2025-12-04 00:00:02,2025-12-25 00:00:02,2025-12-25 00:00:02,28666304,778478
2559970,71769412,2025-12-05 00:00:02,2025-12-26 00:00:02,2025-12-26 00:00:02,28666304,778478
2559001,71768443,2025-05-20 00:00:02,2025-06-19 00:00:02,2025-06-19 00:00:02,28666288,778476
2559588,71769030,2025-08-15 00:00:02,2025-09-14 00:00:02,2025-09-14 00:00:02,28666295,778476
2559002,71768444,2025-05-21 00:00:02,2025-06-20 00:00:02,2025-06-20 00:00:02,28666288,778476
2559003,71768445,2025-05-22 00:00:02,2025-06-21 00:00:02,2025-06-21 00:00:02,28666288,778476
2559971,71769413,2025-12-06 00:00:02,2025-12-27 00:00:02,2025-12-27 00:00:02,28666304,778478
2559972,71769414,2025-12-07 00:00:02,2025-12-28 00:00:02,2025-12-28 00:00:02,28666304,778478
2559004,71768446,2025-05-23 00:00:02,2025-06-22 00:00:02,2025-06-22 00:00:02,28666288,778476
2559973,71769415,2025-12-08 00:00:02,2025-12-29 00:00:02,2025-12-29 00:00:02,28666304,778478
2559005,71768447,2025-05-24 00:00:02,2025-06-23 00:00:02,2025-06-23 00:00:02,28666288,778476
2559006,71768448,2025-05-25 00:00:02,2025-06-24 00:00:02,2025-06-24 00:00:02,28666288,778476
2559007,71768449,2025-05-26 00:00:02,2025-06-25 00:00:02,2025-06-25 00:00:02,28666288,778476
2559008,71768450,2025-05-27 00:00:02,2025-06-26 00:00:02,2025-06-26 00:00:02,28666288,778476
2559009,71768451,2025-05-28 00:00:02,2025-06-27 00:00:02,2025-06-27 00:00:02,28666288,778476
2559010,71768452,2025-05-29 00:00:02,2025-06-28 00:00:02,2025-06-28 00:00:02,28666288,778476
2559011,71768453,2025-05-30 00:00:02,2025-06-29 00:00:02,2025-06-29 00:00:02,28666288,778476
2559012,71768454,2025-06-13 00:00:02,2025-07-13 00:00:02,2025-07-13 00:00:02,28666288,778476
2559013,71768455,2025-06-14 00:00:02,2025-07-14 00:00:02,2025-07-14 00:00:02,28666288,778476
2559014,71768456,2025-06-15 00:00:02,2025-07-15 00:00:02,2025-07-15 00:00:02,28666288,778476
2559015,71768457,2025-06-16 00:00:02,2025-07-16 00:00:02,2025-07-16 00:00:02,28666288,778476
2559016,71768458,2025-06-17 00:00:02,2025-07-17 00:00:02,2025-07-17 00:00:02,28666288,778476
2559017,71768459,2025-07-01 00:00:02,2025-07-31 00:00:02,2025-07-31 00:00:02,28666288,778476
2559219,71768661,2026-01-06 00:00:02,2026-02-05 00:00:02,2026-02-05 00:00:02,28666290,778476
2559018,71768460,2025-07-02 00:00:02,2025-08-01 00:00:02,2025-08-01 00:00:02,28666288,778476
2559019,71768461,2025-07-03 00:00:02,2025-08-02 00:00:02,2025-08-02 00:00:02,28666288,778476
2559020,71768462,2025-07-04 00:00:02,2025-08-03 00:00:02,2025-08-03 00:00:02,28666288,778476
2559021,71768463,2025-07-05 00:00:02,2025-08-04 00:00:02,2025-08-04 00:00:02,28666288,778476
2559022,71768464,2025-07-06 00:00:02,2025-08-05 00:00:02,2025-08-05 00:00:02,28666288,778476
2559023,71768465,2025-07-07 00:00:02,2025-08-06 00:00:02,2025-08-06 00:00:02,28666288,778476
2559024,71768466,2025-07-08 00:00:02,2025-08-07 00:00:02,2025-08-07 00:00:02,28666288,778476
2559025,71768467,2025-07-09 00:00:02,2025-08-08 00:00:02,2025-08-08 00:00:02,28666288,778476
2559220,71768662,2026-01-07 00:00:02,2026-02-06 00:00:02,2026-02-06 00:00:02,28666290,778476
2559221,71768663,2026-01-08 00:00:02,2026-02-07 00:00:02,2026-02-07 00:00:02,28666290,778476
2559222,71768664,2026-01-09 00:00:02,2026-02-08 00:00:02,2026-02-08 00:00:02,28666290,778476
2559026,71768468,2025-07-10 00:00:02,2025-08-09 00:00:02,2025-08-09 00:00:02,28666288,778476
2559223,71768665,2026-01-10 00:00:02,2026-02-09 00:00:02,2026-02-09 00:00:02,28666290,778476
2559224,71768666,2026-01-23 00:00:02,2026-02-22 00:00:02,2026-02-22 00:00:02,28666290,778476
2559225,71768667,2025-04-15 00:00:02,2025-05-15 00:00:02,2025-05-15 00:00:02,28666291,778476
2559226,71768668,2025-05-04 00:00:02,2025-06-03 00:00:02,2025-06-03 00:00:02,28666291,778476
2559227,71768669,2025-05-30 00:00:02,2025-06-29 00:00:02,2025-06-29 00:00:02,28666291,778476
2559027,71768469,2025-07-11 00:00:02,2025-08-10 00:00:02,2025-08-10 00:00:02,28666288,778476
2559228,71768670,2025-06-17 00:00:02,2025-07-17 00:00:02,2025-07-17 00:00:02,28666291,778476
2559028,71768470,2025-07-12 00:00:02,2025-08-11 00:00:02,2025-08-11 00:00:02,28666288,778476
2559229,71768671,2025-06-26 00:00:02,2025-07-26 00:00:02,2025-07-26 00:00:02,28666291,778476
2559230,71768672,2025-06-27 00:00:02,2025-07-27 00:00:02,2025-07-27 00:00:02,28666291,778476
2559029,71768471,2025-07-13 00:00:02,2025-08-12 00:00:02,2025-08-12 00:00:02,28666288,778476
2559231,71768673,2025-06-28 00:00:02,2025-07-28 00:00:02,2025-07-28 00:00:02,28666291,778476
2559030,71768472,2025-07-26 00:00:02,2025-08-25 00:00:02,2025-08-25 00:00:02,28666288,778476
2559232,71768674,2025-06-29 00:00:02,2025-07-29 00:00:02,2025-07-29 00:00:02,28666291,778476
2559233,71768675,2025-06-30 00:00:02,2025-07-30 00:00:02,2025-07-30 00:00:02,28666291,778476
2559234,71768676,2025-07-01 00:00:02,2025-07-31 00:00:02,2025-07-31 00:00:02,28666291,778476
2559235,71768677,2025-07-02 00:00:02,2025-08-01 00:00:02,2025-08-01 00:00:02,28666291,778476
2559236,71768678,2025-07-03 00:00:02,2025-08-02 00:00:02,2025-08-02 00:00:02,28666291,778476
2559031,71768473,2025-08-12 00:00:02,2025-09-11 00:00:02,2025-09-11 00:00:02,28666288,778476
2559237,71768679,2025-07-04 00:00:02,2025-08-03 00:00:02,2025-08-03 00:00:02,28666291,778476
2559032,71768474,2025-08-13 00:00:02,2025-09-12 00:00:02,2025-09-12 00:00:02,28666288,778476
2559033,71768475,2025-08-14 00:00:02,2025-09-13 00:00:02,2025-09-13 00:00:02,28666288,778476
2559034,71768476,2025-08-15 00:00:02,2025-09-14 00:00:02,2025-09-14 00:00:02,28666288,778476
2559035,71768477,2025-08-16 00:00:02,2025-09-15 00:00:02,2025-09-15 00:00:02,28666288,778476
2559036,71768478,2025-08-17 00:00:02,2025-09-16 00:00:02,2025-09-16 00:00:02,28666288,778476
2559037,71768479,2025-08-18 00:00:02,2025-09-17 00:00:02,2025-09-17 00:00:02,28666288,778476
2559038,71768480,2025-08-19 00:00:02,2025-09-18 00:00:02,2025-09-18 00:00:02,28666288,778476
2559589,71769031,2025-08-16 00:00:02,2025-09-15 00:00:02,2025-09-15 00:00:02,28666295,778476
2559590,71769032,2025-08-17 00:00:02,2025-09-16 00:00:02,2025-09-16 00:00:02,28666295,778476
2559039,71768481,2025-08-20 00:00:02,2025-09-19 00:00:02,2025-09-19 00:00:02,28666288,778476
2559591,71769033,2025-08-18 00:00:02,2025-09-17 00:00:02,2025-09-17 00:00:02,28666295,778476
2559592,71769034,2025-08-19 00:00:02,2025-09-18 00:00:02,2025-09-18 00:00:02,28666295,778476
2559593,71769035,2025-08-20 00:00:02,2025-09-19 00:00:02,2025-09-19 00:00:02,28666295,778476
2559040,71768482,2025-08-21 00:00:02,2025-09-20 00:00:02,2025-09-20 00:00:02,28666288,778476
2559594,71769036,2025-08-21 00:00:02,2025-09-20 00:00:02,2025-09-20 00:00:02,28666295,778476
2559041,71768483,2025-08-22 00:00:02,2025-09-21 00:00:02,2025-09-21 00:00:02,28666288,778476
2559974,71769416,2025-12-09 00:00:02,2025-12-30 00:00:02,2025-12-30 00:00:02,28666304,778478
2559975,71769417,2025-12-10 00:00:02,2025-12-31 00:00:02,2025-12-31 00:00:02,28666304,778478
2559042,71768484,2025-08-23 00:00:02,2025-09-22 00:00:02,2025-09-22 00:00:02,28666288,778476
2559043,71768485,2025-08-24 00:00:02,2025-09-23 00:00:02,2025-09-23 00:00:02,28666288,778476
2559238,71768680,2025-07-10 00:00:02,2025-08-09 00:00:02,2025-08-09 00:00:02,28666291,778476
2559044,71768486,2025-09-06 00:00:02,2025-10-06 00:00:02,2025-10-06 00:00:02,28666288,778476
2559239,71768681,2025-07-11 00:00:02,2025-08-10 00:00:02,2025-08-10 00:00:02,28666291,778476
2559045,71768487,2025-09-21 00:00:02,2025-10-21 00:00:02,2025-10-21 00:00:02,28666288,778476
2559240,71768682,2025-07-12 00:00:02,2025-08-11 00:00:02,2025-08-11 00:00:02,28666291,778476
2559046,71768488,2025-09-22 00:00:02,2025-10-22 00:00:02,2025-10-22 00:00:02,28666288,778476
2559241,71768683,2025-07-13 00:00:02,2025-08-12 00:00:02,2025-08-12 00:00:02,28666291,778476
2559047,71768489,2025-09-23 00:00:02,2025-10-23 00:00:02,2025-10-23 00:00:02,28666288,778476
