product_id,sale_date,units_sold
28666283,2025-09-12,48
28666283,2025-09-13,42
28666283,2025-09-14,48
28666283,2025-09-15,50
28666283,2025-09-16,38
28666283,2025-09-17,42
28666283,2025-09-18,39
28666283,2025-09-19,42
28666283,2025-09-20,44
28666283,2025-09-21,44
28666283,2025-09-22,37
28666283,2025-09-23,34
28666283,2025-09-24,42
28666283,2025-09-25,38
28666283,2025-09-26,31
28666283,2025-09-27,31
28666283,2025-09-28,40
28666283,2025-09-29,38
28666283,2025-09-30,36
28666283,2025-10-01,37
28666283,2025-10-02,31
28666283,2025-10-03,33
28666283,2025-10-04,33
28666283,2025-10-05,27
28666283,2025-10-06,30
28666283,2025-10-07,26
28666283,2025-10-08,29
28666283,2025-10-09,28
28666283,2025-10-10,25
28666283,2025-10-11,23
28666283,2025-10-12,24
28666283,2025-10-13,23
28666283,2025-10-14,24
28666283,2025-10-15,27
28666283,2025-10-16,20
28666283,2025-10-17,25
28666283,2025-10-18,21
28666283,2025-10-19,19
28666283,2025-10-20,20
28666283,2025-10-21,21
28666283,2025-10-22,18
28666283,2025-10-23,20
28666283,2025-10-24,20
28666283,2025-10-25,23
28666283,2025-10-26,17
28666283,2025-10-27,19
28666283,2025-10-28,16
28666283,2025-10-29,16
28666283,2025-10-30,18
28666283,2025-10-31,18
28666283,2025-11-01,20
28666283,2025-11-02,18
28666283,2025-11-03,16
28666283,2025-11-04,13
28666283,2025-11-05,15
28666283,2025-11-06,14
28666283,2025-11-07,17
28666283,2025-11-08,16
28666283,2025-11-09,16
28666283,2025-11-10,14
28666283,2025-11-11,14
28666283,2025-11-12,16
28666283,2025-11-13,13
28666283,2025-11-14,16
28666283,2025-11-15,13
28666283,2025-11-16,14
28666283,2025-11-17,16
28666283,2025-11-18,14
28666283,2025-11-19,16
28666283,2025-11-20,12
28666283,2025-11-21,15
28666283,2025-11-22,16
28666283,2025-11-23,13
28666283,2025-11-24,15
28666283,2025-11-25,12
28666283,2025-11-26,11
28666283,2025-11-27,13
28666283,2025-11-28,13
28666283,2025-11-29,15
28666283,2025-11-30,13
28666283,2025-12-01,10
28666283,2025-12-02,13
28666283,2025-12-03,12
28666283,2025-12-04,11
28666283,2025-12-05,12
28666283,2025-12-06,14
28666283,2025-12-07,11
28666283,2025-12-08,12
28666283,2025-12-09,12
28666283,2025-12-10,11
28666283,2025-12-11,13
28666283,2025-12-12,13
28666283,2025-12-13,9
28666283,2025-12-14,13
28666283,2025-12-15,9
28666283,2025-12-16,11
28666283,2025-12-17,13
28666283,2025-12-18,11
28666283,2025-12-19,11
28666283,2025-12-20,13
28666283,2025-12-21,9
28666283,2025-12-22,15
28666283,2025-12-23,11
28666283,2025-12-24,13
28666283,2025-12-25,12
28666283,2025-12-26,10
28666283,2025-12-27,14
28666283,2025-12-28,11
28666283,2025-12-29,10
28666283,2025-12-30,13
28666283,2025-12-31,12
28666283,2026-01-01,11
28666283,2026-01-02,11
28666283,2026-01-03,12
28666283,2026-01-04,14
28666283,2026-01-05,12
28666283,2026-01-06,12
28666283,2026-01-07,12
28666283,2026-01-08,13
28666283,2026-01-09,13
28666283,2026-01-10,13
28666283,2026-01-11,10
28666283,2026-01-12,10
28666283,2026-01-13,14
28666283,2026-01-14,13
28666283,2026-01-15,12
28666283,2026-01-16,11
28666283,2026-01-17,10
28666283,2026-01-18,10
28666283,2026-01-19,10
28666283,2026-01-20,10
28666283,2026-01-21,12
28666283,2026-01-22,13
28666283,2026-01-23,13
28666283,2026-01-24,11
28666283,2026-01-25,13
28666283,2026-01-26,11
28666283,2026-01-27,13
28666283,2026-01-28,13
28666283,2026-01-29,14
28666283,2026-01-30,10
28666283,2026-01-31,14
28666283,2026-02-01,11
28666283,2026-02-02,12
28666283,2026-02-03,10
28666283,2026-02-04,11
28666283,2026-02-05,13
28666283,2026-02-06,13
28666283,2026-02-07,11
28666283,2026-02-08,13
28666283,2026-02-09,14
28666283,2026-02-10,14
28666283,2026-02-11,13
28666283,2026-02-12,11
28666283,2026-02-13,12
28666283,2026-02-14,10
28666283,2026-02-15,10
28666283,2026-02-16,10
28666283,2026-02-17,10
28666283,2026-02-18,12
28666283,2026-02-19,11
28666283,2026-02-20,12
28666283,2026-02-21,12
28666283,2026-02-22,10
28666283,2026-02-23,12
28666283,2026-02-24,13
28666283,2026-02-25,11
28666283,2026-02-26,12
28666283,2026-02-27,9
28666283,2026-02-28,13
28666283,2026-03-01,10
28666283,2026-03-02,10
28666283,2026-03-03,13
28666283,2026-03-04,12
28666283,2026-03-05,13
28666283,2026-03-06,15
28666283,2026-03-07,11
28666283,2026-03-08,14
28666283,2026-03-09,13
28666283,2026-03-10,14
28666283,2026-03-11,13
28666283,2026-03-12,14
28666283,2026-03-13,14
28666286,2025-03-14,27
28666286,2025-03-15,25
28666286,2025-03-16,22
28666286,2025-03-17,23
28666286,2025-03-18,24
28666286,2025-03-19,23
28666286,2025-03-20,20
28666286,2025-03-21,25
28666286,2025-03-22,26
28666286,2025-03-23,22
28666286,2025-03-24,24
28666286,2025-03-25,23
28666286,2025-03-26,27
28666286,2025-03-27,26
28666286,2025-03-28,23
28666286,2025-03-29,22
28666286,2025-03-30,21
28666286,2025-03-31,25
28666286,2025-04-01,27
28666286,2025-04-02,26
28666286,2025-04-03,25
28666286,2025-04-04,23
28666286,2025-04-05,22
28666286,2025-04-06,25
28666286,2025-04-07,27
28666286,2025-04-08,26
28666286,2025-04-09,25
28666286,2025-04-10,25
28666286,2025-04-11,27
28666286,2025-04-12,23
28666286,2025-04-13,22
28666286,2025-04-14,22
28666286,2025-04-15,25
28666286,2025-04-16,27
28666286,2025-04-17,22
28666286,2025-04-18,27
28666286,2025-04-19,28
28666286,2025-04-20,22
28666286,2025-04-21,29
28666286,2025-04-22,28
28666286,2025-04-23,28
28666286,2025-04-24,27
28666286,2025-04-25,24
28666286,2025-04-26,24
28666286,2025-04-27,29
28666286,2025-04-28,21
28666286,2025-04-29,23
28666286,2025-04-30,27
28666286,2025-05-01,25
28666286,2025-05-02,22
28666286,2025-05-03,23
28666286,2025-05-04,23
28666286,2025-05-05,25
28666286,2025-05-06,26
28666286,2025-05-07,27
28666286,2025-05-08,21
28666286,2025-05-09,29
28666286,2025-05-10,25
28666286,2025-05-11,23
28666286,2025-05-12,22
28666286,2025-05-13,19
28666286,2025-05-14,24
28666286,2025-05-15,20
28666286,2025-05-16,25
28666286,2025-05-17,24
28666286,2025-05-18,21
28666286,2025-05-19,27
28666286,2025-05-20,25
28666286,2025-05-21,22
28666286,2025-05-22,27
28666286,2025-05-23,23
28666286,2025-05-24,22
28666286,2025-05-25,22
28666286,2025-05-26,26
28666286,2025-05-27,28
28666286,2025-05-28,23
28666286,2025-05-29,27
28666286,2025-05-30,23
28666286,2025-05-31,27
28666286,2025-06-01,21
28666286,2025-06-02,22
28666286,2025-06-03,21
28666286,2025-06-04,26
28666286,2025-06-05,30
28666286,2025-06-06,24
28666286,2025-06-07,27
28666286,2025-06-08,27
28666286,2025-06-09,23
28666286,2025-06-10,27
28666286,2025-06-11,27
28666286,2025-06-12,25
28666286,2025-06-13,26
28666286,2025-06-14,26
28666286,2025-06-15,26
28666286,2025-06-16,23
28666286,2025-06-17,21
28666286,2025-06-18,24
28666286,2025-06-19,28
28666286,2025-06-20,27
28666286,2025-06-21,26
28666286,2025-06-22,25
28666286,2025-06-23,23
28666286,2025-06-24,22
28666286,2025-06-25,24
28666286,2025-06-26,24
28666286,2025-06-27,27
28666286,2025-06-28,24
28666286,2025-06-29,29
28666286,2025-06-30,25
28666286,2025-07-01,27
28666286,2025-07-02,28
28666286,2025-07-03,28
28666286,2025-07-04,22
28666286,2025-07-05,28
28666286,2025-07-06,21
28666286,2025-07-07,21
28666286,2025-07-08,19
28666286,2025-07-09,27
28666286,2025-07-10,26
28666286,2025-07-11,30
28666286,2025-07-12,25
28666286,2025-07-13,25
28666286,2025-07-14,27
28666286,2025-07-15,20
28666286,2025-07-16,28
28666286,2025-07-17,29
28666286,2025-07-18,22
28666286,2025-07-19,25
28666286,2025-07-20,27
28666286,2025-07-21,26
28666286,2025-07-22,28
28666286,2025-07-23,27
28666286,2025-07-24,23
28666286,2025-07-25,21
28666286,2025-07-26,24
28666286,2025-07-27,25
28666286,2025-07-28,23
28666286,2025-07-29,25
28666286,2025-07-30,27
28666286,2025-07-31,22
28666286,2025-08-01,22
28666286,2025-08-02,23
28666286,2025-08-03,24
28666286,2025-08-04,28
28666286,2025-08-05,29
28666286,2025-08-06,25
28666286,2025-08-07,22
28666286,2025-08-08,27
28666286,2025-08-09,25
28666286,2025-08-10,26
28666286,2025-08-11,21
28666286,2025-08-12,20
28666286,2025-08-13,25
28666286,2025-08-14,26
28666286,2025-08-15,27
28666286,2025-08-16,23
28666286,2025-08-17,27
28666286,2025-08-18,28
28666286,2025-08-19,28
28666286,2025-08-20,26
28666286,2025-08-21,24
28666286,2025-08-22,22
28666286,2025-08-23,28
28666286,2025-08-24,28
28666286,2025-08-25,22
28666286,2025-08-26,25
28666286,2025-08-27,26
28666286,2025-08-28,29
28666286,2025-08-29,24
28666286,2025-08-30,25
28666286,2025-08-31,27
28666286,2025-09-01,27
28666286,2025-09-02,27
28666286,2025-09-03,26
28666286,2025-09-04,27
28666286,2025-09-05,29
28666286,2025-09-06,23
28666286,2025-09-07,28
28666286,2025-09-08,23
28666286,2025-09-09,23
28666286,2025-09-10,24
28666286,2025-09-11,26
28666286,2025-09-12,24
28666286,2025-09-13,21
28666286,2025-09-14,24
28666286,2025-09-15,24
28666286,2025-09-16,28
28666286,2025-09-17,27
28666286,2025-09-18,25
28666286,2025-09-19,25
28666286,2025-09-20,25
28666286,2025-09-21,24
28666286,2025-09-22,24
28666286,2025-09-23,29
28666286,2025-09-24,25
28666286,2025-09-25,25
28666286,2025-09-26,29
28666286,2025-09-27,25
28666286,2025-09-28,25
28666286,2025-09-29,22
28666286,2025-09-30,25
28666286,2025-10-01,25
28666286,2025-10-02,23
28666286,2025-10-03,27
28666286,2025-10-04,23
28666286,2025-10-05,24
28666286,2025-10-06,23
28666286,2025-10-07,24
28666286,2025-10-08,24
28666286,2025-10-09,28
28666286,2025-10-10,21
28666286,2025-10-11,27
28666286,2025-10-12,21
28666286,2025-10-13,24
28666286,2025-10-14,27
28666286,2025-10-15,26
28666286,2025-10-16,28
28666286,2025-10-17,24
28666286,2025-10-18,26
28666286,2025-10-19,24
28666286,2025-10-20,22
28666286,2025-10-21,26
28666286,2025-10-22,28
28666286,2025-10-23,21
28666286,2025-10-24,23
28666286,2025-10-25,26
28666286,2025-10-26,26
28666286,2025-10-27,24
28666286,2025-10-28,27
28666286,2025-10-29,26
28666286,2025-10-30,28
28666286,2025-10-31,28
28666286,2025-11-01,28
28666286,2025-11-02,22
28666286,2025-11-03,25
28666286,2025-11-04,26
28666286,2025-11-05,29
28666286,2025-11-06,29
28666286,2025-11-07,27
28666286,2025-11-08,25
28666286,2025-11-09,26
28666286,2025-11-10,28
28666286,2025-11-11,29
28666286,2025-11-12,24
28666286,2025-11-13,26
28666286,2025-11-14,26
28666286,2025-11-15,28
28666286,2025-11-16,28
28666286,2025-11-17,25
28666286,2025-11-18,25
28666286,2025-11-19,20
28666286,2025-11-20,23
28666286,2025-11-21,29
28666286,2025-11-22,27
28666286,2025-11-23,21
28666286,2025-11-24,22
28666286,2025-11-25,24
28666286,2025-11-26,28
28666286,2025-11-27,26
28666286,2025-11-28,26
28666286,2025-11-29,22
28666286,2025-11-30,26
28666286,2025-12-01,24
28666286,2025-12-02,24
28666286,2025-12-03,26
28666286,2025-12-04,24
28666286,2025-12-05,23
28666286,2025-12-06,28
28666286,2025-12-07,28
28666286,2025-12-08,27
28666286,2025-12-09,25
28666286,2025-12-10,26
28666286,2025-12-11,25
28666286,2025-12-12,28
28666286,2025-12-13,26
28666286,2025-12-14,26
28666286,2025-12-15,23
28666286,2025-12-16,27
28666286,2025-12-17,22
28666286,2025-12-18,23
28666286,2025-12-19,24
28666286,2025-12-20,26
28666286,2025-12-21,29
28666286,2025-12-22,21
28666286,2025-12-23,21
28666286,2025-12-24,23
28666286,2025-12-25,29
28666286,2025-12-26,27
28666286,2025-12-27,21
28666286,2025-12-28,29
28666286,2025-12-29,21
28666286,2025-12-30,26
28666286,2025-12-31,26
28666286,2026-01-01,22
28666286,2026-01-02,29
28666286,2026-01-03,26
28666286,2026-01-04,23
28666286,2026-01-05,26
28666286,2026-01-06,28
28666286,2026-01-07,23
28666286,2026-01-08,30
28666286,2026-01-09,27
28666286,2026-01-10,27
28666286,2026-01-11,23
28666286,2026-01-12,24
28666286,2026-01-13,27
28666286,2026-01-14,24
28666286,2026-01-15,29
28666286,2026-01-16,25
28666286,2026-01-17,184
28666286,2026-01-18,25
28666286,2026-01-19,22
28666286,2026-01-20,29
28666286,2026-01-21,24
28666286,2026-01-22,23
28666286,2026-01-23,26
28666286,2026-01-24,25
28666286,2026-01-25,29
28666286,2026-01-26,25
28666286,2026-01-27,23
28666286,2026-01-28,22
28666286,2026-01-29,27
28666286,2026-01-30,25
28666286,2026-01-31,23
28666286,2026-02-01,22
28666286,2026-02-02,29
28666286,2026-02-03,23
28666286,2026-02-04,21
28666286,2026-02-05,24
28666286,2026-02-06,29
28666286,2026-02-07,25
28666286,2026-02-08,24
28666286,2026-02-09,25
28666286,2026-02-10,204
28666286,2026-02-11,24
28666286,2026-02-12,28
28666286,2026-02-13,25
28666286,2026-02-14,26
28666286,2026-02-15,30
28666286,2026-02-16,25
28666286,2026-02-17,24
28666286,2026-02-18,27
28666286,2026-02-19,28
28666286,2026-02-20,24
28666286,2026-02-21,23
28666286,2026-02-22,20
28666286,2026-02-23,23
28666286,2026-02-24,27
28666286,2026-02-25,24
28666286,2026-02-26,26
28666286,2026-02-27,29
28666286,2026-02-28,27
28666286,2026-03-01,25
28666286,2026-03-02,22
28666286,2026-03-03,25
28666286,2026-03-04,29
28666286,2026-03-05,20
28666286,2026-03-06,25
28666286,2026-03-07,20
28666286,2026-03-08,24
28666286,2026-03-09,30
28666286,2026-03-10,20
28666286,2026-03-11,22
28666286,2026-03-12,25
28666286,2026-03-13,27
28666287,2025-03-14,48
28666287,2025-03-15,46
28666287,2025-03-16,45
28666287,2025-03-17,58
28666287,2025-03-18,54
28666287,2025-03-19,51
28666287,2025-03-20,58
28666287,2025-03-21,50
28666287,2025-03-22,45
28666287,2025-03-23,44
28666287,2025-03-24,53
28666287,2025-03-25,57
28666287,2025-03-26,47
28666287,2025-03-27,46
28666287,2025-03-28,51
28666287,2025-03-29,50
28666287,2025-03-30,56
28666287,2025-03-31,55
28666287,2025-04-01,53
28666287,2025-04-02,54
28666287,2025-04-03,50
28666287,2025-04-04,56
28666287,2025-04-05,52
28666287,2025-04-06,52
28666287,2025-04-07,54
28666287,2025-04-08,47
28666287,2025-04-09,49
28666287,2025-04-10,47
28666287,2025-04-11,50
28666287,2025-04-12,49
28666287,2025-04-13,49
28666287,2025-04-14,48
28666287,2025-04-15,46
28666287,2025-04-16,54
28666287,2025-04-17,51
28666287,2025-04-18,56
28666287,2025-04-19,50
28666287,2025-04-20,47
28666287,2025-04-21,51
28666287,2025-04-22,48
28666287,2025-04-23,49
28666287,2025-04-24,48
28666287,2025-04-25,51
28666287,2025-04-26,53
28666287,2025-04-27,47
28666287,2025-04-28,54
28666287,2025-04-29,52
28666287,2025-04-30,50
28666287,2025-05-01,51
28666287,2025-05-02,47
28666287,2025-05-03,47
28666287,2025-05-04,55
28666287,2025-05-05,52
28666287,2025-05-06,52
28666287,2025-05-07,49
28666287,2025-05-08,56
28666287,2025-05-09,54
28666287,2025-05-10,56
28666287,2025-05-11,45
28666287,2025-05-12,50
28666287,2025-05-13,55
28666287,2025-05-14,58
28666287,2025-05-15,45
28666287,2025-05-16,51
28666287,2025-05-17,44
28666287,2025-05-18,57
28666287,2025-05-19,51
28666287,2025-05-20,56
28666287,2025-05-21,49
28666287,2025-05-22,45
28666287,2025-05-23,44
28666287,2025-05-24,57
28666287,2025-05-25,45
28666287,2025-05-26,56
28666287,2025-05-27,57
28666287,2025-05-28,53
28666287,2025-05-29,58
28666287,2025-05-30,49
28666287,2025-05-31,52
28666287,2025-06-01,51
28666287,2025-06-02,46
28666287,2025-06-03,56
28666287,2025-06-04,55
28666287,2025-06-05,49
28666287,2025-06-06,48
28666287,2025-06-07,51
28666287,2025-06-08,44
28666287,2025-06-09,48
28666287,2025-06-10,57
28666287,2025-06-11,50
28666287,2025-06-12,53
28666287,2025-06-13,43
28666287,2025-06-14,48
28666287,2025-06-15,55
28666287,2025-06-16,56
28666287,2025-06-17,48
28666287,2025-06-18,54
28666287,2025-06-19,42
28666287,2025-06-20,47
28666287,2025-06-21,46
28666287,2025-06-22,55
28666287,2025-06-23,58
28666287,2025-06-24,50
28666287,2025-06-25,56
28666287,2025-06-26,52
28666287,2025-06-27,42
28666287,2025-06-28,50
28666287,2025-06-29,45
28666287,2025-06-30,47
28666287,2025-07-01,46
28666287,2025-07-02,48
28666287,2025-07-03,52
28666287,2025-07-04,57
28666287,2025-07-05,51
28666287,2025-07-06,52
28666287,2025-07-07,56
28666287,2025-07-08,51
28666287,2025-07-09,45
28666287,2025-07-10,50
28666287,2025-07-11,52
28666287,2025-07-12,53
28666287,2025-07-13,55
28666287,2025-07-14,56
28666287,2025-07-15,46
28666287,2025-07-16,47
28666287,2025-07-17,47
28666287,2025-07-18,51
28666287,2025-07-19,55
28666287,2025-07-20,54
28666287,2025-07-21,43
28666287,2025-07-22,46
28666287,2025-07-23,43
28666287,2025-07-24,48
28666287,2025-07-25,52
28666287,2025-07-26,54
28666287,2025-07-27,48
28666287,2025-07-28,42
28666287,2025-07-29,47
28666287,2025-07-30,43
28666287,2025-07-31,46
28666287,2025-08-01,44
28666287,2025-08-02,50
28666287,2025-08-03,51
28666287,2025-08-04,45
28666287,2025-08-05,47
28666287,2025-08-06,47
28666287,2025-08-07,48
28666287,2025-08-08,52
28666287,2025-08-09,51
28666287,2025-08-10,42
28666287,2025-08-11,53
28666287,2025-08-12,52
28666287,2025-08-13,51
28666287,2025-08-14,48
28666287,2025-08-15,56
28666287,2025-08-16,54
28666287,2025-08-17,45
28666287,2025-08-18,51
28666287,2025-08-19,57
28666287,2025-08-20,50
28666287,2025-08-21,50
28666287,2025-08-22,51
28666287,2025-08-23,56
28666287,2025-08-24,48
28666287,2025-08-25,52
28666287,2025-08-26,49
28666287,2025-08-27,48
28666287,2025-08-28,44
28666287,2025-08-29,53
28666287,2025-08-30,43
28666287,2025-08-31,53
28666287,2025-09-01,54
28666287,2025-09-02,52
28666287,2025-09-03,52
28666287,2025-09-04,50
28666287,2025-09-05,52
28666287,2025-09-06,50
28666287,2025-09-07,56
28666287,2025-09-08,50
28666287,2025-09-09,46
28666287,2025-09-10,50
28666287,2025-09-11,52
28666287,2025-09-12,49
28666287,2025-09-13,53
28666287,2025-09-14,45
28666287,2025-09-15,42
28666287,2025-09-16,54
28666287,2025-09-17,45
28666287,2025-09-18,52
28666287,2025-09-19,49
28666287,2025-09-20,54
28666287,2025-09-21,55
28666287,2025-09-22,44
28666287,2025-09-23,42
28666287,2025-09-24,50
28666287,2025-09-25,52
28666287,2025-09-26,45
28666287,2025-09-27,54
28666287,2025-09-28,43
28666287,2025-09-29,50
28666287,2025-09-30,53
28666287,2025-10-01,55
28666287,2025-10-02,48
28666287,2025-10-03,48
28666287,2025-10-04,43
28666287,2025-10-05,48
28666287,2025-10-06,44
28666287,2025-10-07,55
28666287,2025-10-08,44
28666287,2025-10-09,51
28666287,2025-10-10,50
28666287,2025-10-11,47
28666287,2025-10-12,52
28666287,2025-10-13,51
28666287,2025-10-14,57
28666287,2025-10-15,51
28666287,2025-10-16,49
28666287,2025-10-17,50
28666287,2025-10-18,48
28666287,2025-10-19,47
28666287,2025-10-20,49
28666287,2025-10-21,47
28666287,2025-10-22,55
28666287,2025-10-23,56
28666287,2025-10-24,46
28666287,2025-10-25,52
28666287,2025-10-26,54
28666287,2025-10-27,56
28666287,2025-10-28,49
28666287,2025-10-29,49
28666287,2025-10-30,52
28666287,2025-10-31,42
28666287,2025-11-01,54
28666287,2025-11-02,54
28666287,2025-11-03,56
28666287,2025-11-04,49
28666287,2025-11-05,46
28666287,2025-11-06,47
28666287,2025-11-07,50
28666287,2025-11-08,55
28666287,2025-11-09,57
28666287,2025-11-10,49
28666287,2025-11-11,51
28666287,2025-11-12,44
28666287,2025-11-13,55
28666287,2025-11-14,52
28666287,2025-11-15,48
28666287,2025-11-16,47
28666287,2025-11-17,54
28666287,2025-11-18,42
28666287,2025-11-19,49
28666287,2025-11-20,41
28666287,2025-11-21,54
28666287,2025-11-22,44
28666287,2025-11-23,43
28666287,2025-11-24,48
28666287,2025-11-25,43
28666287,2025-11-26,49
28666287,2025-11-27,47
28666287,2025-11-28,44
28666287,2025-11-29,41
28666287,2025-11-30,48
28666287,2025-12-01,49
28666287,2025-12-02,39
28666287,2025-12-03,44
28666287,2025-12-04,38
28666287,2025-12-05,49
28666287,2025-12-06,42
28666287,2025-12-07,46
28666287,2025-12-08,35
28666287,2025-12-09,37
28666287,2025-12-10,40
28666287,2025-12-11,42
28666287,2025-12-12,42
28666287,2025-12-13,35
28666287,2025-12-14,36
28666287,2025-12-15,36
28666287,2025-12-16,42
28666287,2025-12-17,44
28666287,2025-12-18,41
28666287,2025-12-19,39
28666287,2025-12-20,39
28666287,2025-12-21,38
28666287,2025-12-22,39
28666287,2025-12-23,43
28666287,2025-12-24,35
28666287,2025-12-25,40
28666287,2025-12-26,41
28666287,2025-12-27,36
28666287,2025-12-28,38
28666287,2025-12-29,34
28666287,2025-12-30,34
28666287,2025-12-31,33
28666287,2026-01-01,35
28666287,2026-01-02,31
28666287,2026-01-03,37
28666287,2026-01-04,37
28666287,2026-01-05,33
28666287,2026-01-06,35
28666287,2026-01-07,34
28666287,2026-01-08,30
28666287,2026-01-09,32
28666287,2026-01-10,28
28666287,2026-01-11,26
28666287,2026-01-12,32
28666287,2026-01-13,34
28666287,2026-01-14,29
28666287,2026-01-15,30
28666287,2026-01-16,30
28666287,2026-01-17,25
28666287,2026-01-18,27
28666287,2026-01-19,26
28666287,2026-01-20,31
28666287,2026-01-21,27
28666287,2026-01-22,26
28666287,2026-01-23,26
28666287,2026-01-24,28
28666287,2026-01-25,23
28666287,2026-01-26,22
28666287,2026-01-27,25
28666287,2026-01-28,27
28666287,2026-01-29,29
28666287,2026-01-30,24
28666287,2026-01-31,28
28666287,2026-02-01,26
28666287,2026-02-02,21
28666287,2026-02-03,21
28666287,2026-02-04,20
28666287,2026-02-05,23
28666287,2026-02-06,20
28666287,2026-02-07,21
28666287,2026-02-08,21
28666287,2026-02-09,25
28666287,2026-02-10,21
28666287,2026-02-11,16
28666287,2026-02-12,21
28666287,2026-02-13,18
28666287,2026-02-14,18
28666287,2026-02-15,21
28666287,2026-02-16,19
28666287,2026-02-17,17
28666287,2026-02-18,17
28666287,2026-02-19,17
28666287,2026-02-20,17
